"SCINAME","COMNAME","SVSPP","SVABBR","PYSPP","PYABBR","NODCCODE","NODCTYPE","NODCLEVL","NODCCTRL","NODCAUTH","AUTHOR","PICTURE","COMMNT","O_SVSCNM","O_SVCONM","O_SVSPP","DOC","UOC","DOE","UOE"
"ALOSA PSEUDOHARENGUS","ALEWIFE",33,"ALEWIFE","823080601060000","ALOPSE","8747010105","","S","","(WILSON, 1811)","AFS-1991","","","Alosa pseudoharengus","Alewife","033",09-AUG-95,"BK",,""
"ALOSA SAPIDISSIMA","AMERICAN SHAD",35,"AMSHAD","823080601070000","ALOSAP","8747010101","","S","","(WILSON, 1811)","AFS-1991","","","Alosa sapidissima","American Shad","035",09-AUG-95,"BK",,""
"ALOSA SP","",,"","823080601000000","ALOSSP","87470101","","G","","","AFS-1991","","","","","",28-DEC-94,"RAR",,""
"ALUTERUS HEUDELOTI","DOTTEREL FILEFISH",830,"DOTFILE","","","8860020102","","S","","HOLLARD","AFS-1991","","","Aluterus heudeloti","Dotterel Filefish","830",09-AUG-95,"BK",,""
"ALUTERUS MONOCEROS","UNICORN FILEFISH",831,"UNIFILE","","","8860020103","","S","","(LINNAEUS)","AFS-1991","","","Aluterus monoceros","Unicorn Filefish","831",09-AUG-95,"BK",,""
"ALUTERUS SCHOEPFI","ORANGE FILEFISH",832,"ORAFILE","","","8860020101","","S","","(WALBAUM)","AFS-1991","","","Aluterus schoepfi","Orange Filefish","832",09-AUG-95,"BK",,""
"ALUTERUS SCRIPTUS","SCRAWLED FILEFISH",833,"SCRFILE","","","8860020104","","S","","(OSBECK)","AFS-1991","","","Aluterus scriptus","Scrawled Filefish","833",09-AUG-95,"BK",,""
"ALUTERUS SP","ALUTERID FILEFISH",,"","823280102000000","ALUTSP","88600201","","G","","","AFS-1991","","ID PROBLEMS","","","",28-DEC-94,"RAR",,""
"AMBLYOPS ABBREVIATA","",,"","411060301010000","AMBABB","6153010201","","S","","","","","","","","",28-DEC-94,"RAR",,""
"AMMODYTES AMERICANUS","AMERICAN SAND LANCE",734,"NORLANCE","","","8845010102","","S","","DEKAY, 1842","AFS-1991","","","Ammodytes americanus","American Sand Lance","734",09-AUG-95,"BK",,""
"AMMODYTES DUBIUS","NORTHERN SAND LANCE",181,"SANDLANC","823210301010000","","8845010103","","S","","REINHARDT","AFS-1991","","","Ammodytes dubius","Northern Sand Lance","181",09-AUG-95,"BK",,""
"AMMODYTES SP","SAND LANCE UNCL",,"","823210301000000","AMMOSP","88450101","","G","","","AFS-1991","","NOTE, ALMOST CERTAINLY A. DUBIUS","","","",28-DEC-94,"RAR",,""
"ULVARIA SUBBIFURCATA","RADIATED SHANNY",184,"RADSHAN","823217318010000","ULVSUB","8842122101","","S","","(STORER)","AFS-1991","","","Ulvaria subbifurcata","Radiated Shanny","184",09-AUG-95,"BK",,""
"UNCIOLA DISSIMILIS","",,"","411010504060000","UNCDIS","6169150706","","S","","SHOEMAKER, 1945","","","","","","",28-DEC-94,"RAR",,""
"UNCIOLA INERMIS","",,"","411010504010000","UNCINE","6169150702","","S","","SHOEMAKER, 1945","","","","","","",28-DEC-94,"RAR",,""
"UNCIOLA IRRORATA","",,"","411010504020000","UNCIRR","6169150703","","S","","SAY, 1818","","","","","","",28-DEC-94,"RAR",,""
"UNCIOLA SERRATA","",,"","411010504040000","UNCSER","6169150704","","S","","SHOEMAKER, 1945","","","","","","",28-DEC-94,"RAR",,""
"UNCIOLA SP","",,"","411010504000000","UNCISP","61691507","","G","","SAY, 1818","","","","","","",28-DEC-94,"RAR",,""
"UPENEUS PARVUS","DWARF GOATFISH",657,"DWAGOAT","","","8835450402","","S","","POEY","AFS-1991","","","Upeneus parvus","Dwarf Goatfish","657",09-AUG-95,"BK",,""
"UPOGEBIA AFFINIS","COASTAL MUD SHRIMP",,"","411020302010000","UPOAFF","6183170102","","S","","","AFS-1989","","","","","",28-DEC-94,"RAR",,""
"UPOGEBIA SP","",,"","411020302000000","UPOGSP","61831701","","G","","","AFS-1989","","","","","",28-DEC-94,"RAR",,""
"URANOSCOPIDAE","STARGAZER UNCL",857,"STARGU","823217900000000","URAFAM","884014","","F","","","AFS-1991","","|SV: CORRECTED TYPO","Uranscopidae sp","Stargazer Uncl","857",01-JAN-99,"FPA",,""
"URASPIS SECUNDA","COTTONMOUTH JACK",898,"COTJACK","","","8835281701","","S","","(POEY)","AFS-1991","","","Uraspis secunda","Cottonmouth Jack","898",09-AUG-95,"BK",,""
"UROCHORDATA","SEA SQUIRT, LARVACEAN, AND SALP UNCL",,"","760000000000000","UROCHO","84","","","","","","","","","","",28-DEC-94,"RAR",,""
"UROLOPHUS JAMAICENSIS","YELLOW STINGRAY",377,"YSTING","","","8713050301","","S","","","AFS-1991","","","Urolophus jamaicensis","Yellow Stingray","377",09-AUG-95,"BK",,""
"UROPHYCIS CHESTERI","LONGFIN HAKE",79,"LONHAKE","823130218010000","UROCHE","8791031004","","S","","","AFS-1991","","|SV: NAME CHANGE AFS-1990","Phycis chesteri","Longfin Hake","079",09-AUG-95,"BK",,""
"UROPHYCIS CHUSS","RED HAKE",77,"REDHAKE","823130218020000","UROCHU","8791031001","","S","","(WALBAUM)","AFS-1991","","","Urophycis chuss","Red Hake","077",09-AUG-95,"BK",,""
"UROPHYCIS EARLLI","CAROLINA HAKE",454,"CARHAKE","","","8791031006","","S","","(BEAN)","AFS-1991","","","Urophycis earlli","Carolina Hake","454",09-AUG-95,"BK",,""
"UROPHYCIS FLORIDANA","SOUTHERN HAKE",455,"SOUHAKE","","","8791031007","","S","","(BEAN AND DRESEL)","AFS-1991","","|SV: SPELLING CHANGE AFS-1980","Urophycis floridanus","Southern Hake","455",09-AUG-95,"BK",,""
"UROPHYCIS REGIA","SPOTTED HAKE",78,"SPOHAKE","823130218050000","UROREG","8791031002","","S","","(WALBAUM)","AFS-1991","","|SV: NAME CHANGE AFS-1980","Urophycis regius","Spotted Hake","078",09-AUG-95,"BK",,""
"UROPHYCIS SP","LING UNCL",87,"LINGU","823130218000000","UROPSP","87910310","","G","","","AFS-1991","","|SV: CHANGED COMMON NAME DUE TO CONFUSION","Urophycis sp","Ling Uncl","087",01-JAN-99,"FPA",,""
"UROPHYCIS TENUIS","WHITE HAKE",76,"WHIHAKE","823130218060000","UROTEN","8791031003","","S","","(MITCHILL)","AFS-1991","","","Urophycis tenuis","White Hake","076",09-AUG-95,"BK",,""
"VANADIS LONGISSIMA","",,"","214110102010000","VANLON","5001140601","","S","","","","","","","","",28-DEC-94,"RAR",,""
"VELUTINA SP","",,"","514041903000000","VELUSP","51036604","","G","","GRAY, 1821","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"MALACOCEPHALUS OCCIDENTALIS","WESTERN SOFTHEAD GRENADIER",280,"SFTGREN","","","8794011403","","S","","","Cohen et al 1990","MARSHALL & IWAMOTO 1973 FWNA 6:654, F50","","Ventrifossa occidentalis","American Straptail Grenadier","280",08-MAR-99,"JM",,""
"VIBILIA SP","",,"","411011406000000","VIBISP","61701901","","G","","","","","","","","",28-DEC-94,"RAR",,""
"VINCIGUERRIA ATTENUATA","SLENDER LIGHTFISH",244,"VINCAT","","","8759010801","","S","","","SCOTT&SCOTT-168","GREY 1964 FWNA 4:143, FIG. 34","","Vinciguerria attenuata","Vinciguerria Attenuata","244",09-AUG-95,"BK",,""
"VINCIGUERRIA SP","",236,"VINCIG","","","87590108","","G","","","SCOTT&SCOTT-168","GREY 1964 FWNA 4:123-149","","Vinciguerria sp","Vinciguerria Sp","236",09-AUG-95,"BK",,""
"WESTWOODILLA SP","",,"","411012005000000","WESTSP","61693715","","G","","BATE, 1856","","","","","","",28-DEC-94,"RAR",,""
"WOOD","NATURAL WOOD",,"","931010101010000","WOOD","NONE","","","","","FH-1995","","SPECIAL FCDI CODE FOR WOOD IN STOMACHS","","","",28-DEC-94,"RAR",,""
"XANTHIDAE","MUD CRAB UNCL",,"","411023400000000","XANFAM","618902","","F","","","AFS-1989","","","","","",28-DEC-94,"RAR",,""
"XENODERMICHTHYS COPEI","BLUNTNOSE SMOOTHHEAD",243,"GYMNAST","","","8760011201","","S","","","SCOTT&SCOTT-188","MARKLE & QUERO 1984 CLOFNAM P.252","","Xenodermichthys socialis","Atlantic Gymnast","243",09-AUG-95,"BK",,""
"XENOLEPIDICHTHYS DALGLEISHI","SPOTTED TINSELFISH",617,"","","","8811040202","","S","","","AFS-1991","","","Xenolepidichthys dalgleishi","Spotted Tinselfish","617",09-AUG-95,"BK",,""
"XIPHIAS GLADIUS","SWORDFISH",700,"SWORD","","","8850040101","","S","","LINNAEUS","AFS-1991","","|SV: SEE DUP CODE 290","Xiphias gladius","Swordfish","700",09-AUG-95,"BK",,""
"YARELLA BLACKFORDI","",281,"YARBLA","","","8759011301","","S","","","","","|SV: CHECK LOG TO VERIFY, RECODE IF NECESSARY, SPECIES AUTHOR NOT KNOWN","Yarella blackfordi","Yarella Blackfordi","281",09-AUG-95,"BK",,""
"YOLDIA LIMATULA","FILE YOLDIA",,"","512040204030000","YOLLIM","5502040511","","S","","(SAY,1831)","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"YOLDIA SAPOTILLA","SHORT YOLDIA",,"","512040204070000","YOLSAP","5502040513","","S","","(GOULD,1841)","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"YOLDIA SP","",,"","512040204000000","YOLDSP","55020405","","G","","MOLLER,1842","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"YOLDIA THRACIAEFORMIS","BROAD YOLDIA",,"","512040204080000","YOLTHR","5502040507","","S","","(STORER,1838)","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"YOLDIELLA IRIS","RAINBOW YOLDIA",,"","512040202070000","YOLIRI","5502040610","","S","","(VERRILL & BUSH,1897)","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"YOLDIELLA LUCIDA","IRIDESCENT YOLDIA",,"","512040202100000","YOLLUC","5502040611","","S","","(LOVEN,1846)","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"ZENOPSIS CONCHIFERA","BUCKLER DORY",112,"JDORY","823290201020000","ZENCON","8811030202","","S","","","AFS-1991","","","Zenopsis conchifera","Buckler Dory","112",09-AUG-95,"BK",,""
"ZOARCIDAE","EELPOUT UNCL",267,"EELPOU","823218300000000","ZOAFAM","879301","","F","","","AFS-1991","","|SV: MINOR EDITS","Zoarcidae sp","Eelpout Uncl","267",01-JAN-99,"FPA",,""
"ZOSTERA MARINA","EEL GRASS",,"","911010101010000","ZOSMAR","3306080201","","S","","","","","","","","",28-DEC-94,"RAR",,""
"ROSSIA MEGAPTERA","VERRILL'S BOBTAIL",514,"","515011301020000","","5704020113","","S","","VERRILL,1881","VECCHIONE","","|SV: NEW CODE ADDED 15 AUG 1995","","","",,"",,""
"ROSSIA PALPEBROSA","OWEN'S BOBTAIL",515,"","","","5704020109","","S","","OWEN,1835","VECCHIONE","","|SV: NEW CODE ADDED 15 AUG 1995","","","",,"",,""
"STOLOTEUTHIS LEUCOPTERA","SHIELD BOBTAIL",508,"","515011302010000","","5704020201","","S","","(VERRILL,1878)","VECCHIONE","","|SV: ADDED CODE 15 AUG 1995","","","",,"",,""
"ABRALIA VERANYI","RUPPELL'S ABRALIA",509,"","","","5707020301","","S","","(RUPPELL,1844)","VECCHIONE","","|SV:ADDED CODE 15 AUG 1995","","","",,"",,""
"OCTOPUS VULGARIS","COMMON OCTOPUS",511,"","515020403020000","","5708010202","","S","","","AFS-1988","","|SV: ADDED CODE 15 AUG 1995","","","",,"",,""
"BATHYPOLYPUS ARCTICUS","SPOONARM OCTOPUS",512,"","515020401010000","","5708010301","","S","","","AFS-1988","","|SV: ADDED CODE 15 AUG 1995","","","",,"",,""
"SCAEURGUS UNICIRRHUS","UNICORN OCTOPUS",513,"","","","5708010801","","S","","(D'ORBIGNY, 1840)","AFS-1988","","|SV: ADDED CODE 15 AUG 1995","","","",,"",,""
"SQUALIDAE","",600,"","822031500000000","","871001","","F","","","AFS 1990","","UNIDENTIFIED SQUALID SHARKS, USUALLY DEEPSEA, WILL BE RECODED AFTER ID","","","",,"",,""
"ETMOPTERUS GRACILISPINIS","BROADBAND DOGFISH",601,"","822031505020000","","8710010509","","S","","KREFFT, 1968","","","NEW SV AND FH CODES AND NAMES ADDED 11/07/96","","","",,"",,""
"ETMOPTERUS HILLIANUS","CARIBBEAN LANTERNSHARK",602,"","822031505030000","","8710010502","","S","","(POEY, 1861)","","","NEW SV AND FH CODES AND NAMES ADDED 11/07/96","","","",,"",,""
"CENTROSCYMNUS COELOLEPIS","PORTUGUESE SHARK",603,"","","","8710011201","","S","","BOCAGE AND CAPELLO, 1864","","","NEW SV CODE AND NAME","","","",,"",,""
"BLOWN","BLOWN STOMACH",,"","999999999999999","","","","","","","FCDI-1996","","SWIM BLADDER WAS EXPANDED, OR STOMACH CONTENTS REGURGITATED, NO FOOD SAMPLE","","","",,"",,""
"PRESERVED","PRESERVED STOMACH",,"","999999999010000","PRESER","","","","","","FCDI-1996","","STOMACH SAMPLE WAS PRESERVED FOR LABORATORY PROCESSING, DATA TO BE APPENDED","","","",,"",,""
"UNIDENTIFIED FISH","UNCLASSIFIED FISH",0,"","829999999990000","UNFIS","","","","","","FCDI-1996","","THIS CODE AND NAME IS A PLACE-HOLDER FOR FISH TO BE IDENTIFIED BY EXPERTS","","","",,"",,""
"INSECTA","INSECT UNCL",,"","415000000000000","INSECT","620000000000","","","","","","","","","","",,"",,""
"PARASITES","PARASITE UNCL",,"","199999990100000","PARASI","","","","","","","","","","","",,"",,""
"CALAPPA SULCATA","YELLOW BOX CRAB",329,"","411020202020000","","","","","","","ITIS","","","","","",,"",,""
"ACANTHOCARPUS ALEXANDRI","GLADIATOR BOX CRAB",604,"","411020204010000","","","","","","","ITIS","","","","","",,"",,""
"DECAPODA CRAB EGGS","CRAB EGGS",,"","411020000010100","","","","","","","","","","","","",06-AUG-98,"JSL",,""
"HOMARUS AMERICANUS LARVAE","AMERICAN LOBSTER LARVAE",,"","411021201010200","","","","","","","","","","","","",11-AUG-98,"CM",,""
"DIOGENIDAE","LEFT-HANDED HERMIT CRAB UNCL",,"","411022100000000","","","","","","","",""," LH hermit crab family (AFS)","","","",04-AUG-98,"JSL",,""
"PENAEIDAE LARVAE","PENAEID SHRIMP UNCL LARVAE",,"","411022700000200","","","","","","","","","","","","",08-MAR-99,"FPA",,""
"CLUPEIDAE SCALES","HERRING FISH SCALES",,"","823080600000002","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"CLUPEA HARENGUS EGGS","ATLANTIC HERRING EGGS",,"","823080603010100","","","","","","","","","","","","",11-AUG-98,"CM",,""
"ANCHOA MITCHILLI LARVAE","BAY ANCHOVY LARVAE",,"","823080701090200","","","","","","","","","","","","",11-AUG-98,"CM",,""
"GADIDAE EGGS","GADID EGGS",,"","823130200000100","","","","","","","","","","","","",06-AUG-98,"JSL",,""
"HEMITRIPTERUS AMERICANUS EGGS","SEA RAVEN EGGS",,"","823212316010100","","","","","","","","","","","","",11-AUG-98,"CM",,""
"GLYPTOCEPHALUS CYNOGLOSSUS LARVAE","WITCH FLOUNDER LARVAE",,"","823230304010200","","","","","","","","","","","","",06-AUG-98,"JSL",,""
"INVERTEBRATA","UNIDENTIFIED INVERTEBRATES",,"","100000000000000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"CRUSTACEA SHRIMP LARVAE","CRUSTACEA SHRIMP LARVAE",,"","411000000010200","CRUSHL","","","","","","","","","","","",04-AUG-98,"JSL",,""
"LEUCOSIIDAE","PURSE CRAB UNCL",,"","411021600000000","","","","","","","",""," Purse crab family (AFS)","","","",04-AUG-98,"JSL",,""
"HIPPOIDEA","MOLE CRAB UNCL",,"","411023700000000","","","","","","","",""," Mole crabs superfamily (AFS)","","","",04-AUG-98,"JSL",,""
"STOMATOPODA LARVAE","MANTIS SHRIMP LARVAE",,"","411110000000200","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"MYTILIDAE SHELL","MUSSEL SHELL",,"","512030100000004","MYTSHE","","","","","","","","","","","",04-AUG-98,"JSL",,""
"CARDIIDAE SHELL","COCKLE SHELL",,"","512080300000004","CARSHE","","","","","","","","","","","",04-AUG-98,"JSL",,""
"SPISULA SP","",,"","512081906000000","","","","","","","",""," Two local species of Spisula (Abbott, 1974)","","","",04-AUG-98,"JSL",,""
"SOLENIDAE SIPHON","RAZOR CLAM SIPHONS",,"","512082500000008","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"ENSIS SP","ENSIS SP",,"","512082501000000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"ARCTICA ISLANDICA VISCERA","OCEAN QUAHOG VISCERA",,"","512080808080007","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"APLYSIIDAE","SEA HARE UNCL",,"","514010200000000","","","","","","","",""," Sea hare family (AFS)","","","",04-AUG-98,"JSL",,""
"CYANEA CAPILLATA","LIONS MANE",,"","053020101010000","CYACAP","","","","","","","","","","","",02-NOV-98,"FPA",,""
"NUCELLA SP","DOG WHELK UNCL",,"","514080102000000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"TEUTHOIDEA GLADIUS","SQUID PEN",,"","515010000000010","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"EURYALINA","BASKET STAR UNCL",,"","613030000000000","","","","","","","",""," Suborder for basket stars (R+B 1994)","","","",04-AUG-98,"JSL",,""
"MERTENSIA OVUM","ARCTIC SEA GOOSEBERRY",,"","062020102020000","MEROVU","","","","","","","","","","","",04-AUG-98,"JSL",,""
"RAJA SP EGGS","SKATE EGG CASE",,"","822020501000100","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"CLUPEA HARENGUS LARVAE","ATLANTIC HERRING LARVAE",,"","823080603010200","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"OSMERIDAE","SMELT UNCL",,"","823081400000000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"LOPHIUS AMERICANUS EGGS","GOOSEFISH EGG MASS",,"","823170401010100","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"AMMODYTES SP LARVAE","SAND LANCE UNCL LARVAE",,"","823210301000200","","","","","","","","","","","","",08-MAR-99,"FPA",,""
"PHOLIDAE","GUNNEL UNCL",,"","823215500000000","","","","","","","",""," Gunnel family (AFS)","","","",04-AUG-98,"JSL",,""
"POMATOMIDAE","BLUEFISH UNCL",,"","823215900000000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"SEBASTES FASCIATUS EGGS","ACADIAN REDFISH EGGS",,"","823216706300100","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"STICHAEIDAE","SHANNY AND PRICKLEBACK UNCL",,"","823217300000000","","","","","","","",""," Shanny family (AFS)","","","",04-AUG-98,"JSL",,""
"ZOARCIDAE LARVAE","EELPOUT UNCL LARVAE",,"","823218300000200","","","","","","","","","","","","",08-MAR-99,"FPA",,""
"PLEURONECTIFORMES OTOLITHS","FLATFISH OTOLITHS",,"","823230000000001","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"ETROPUS SP LARVAE","ETROPUS SP LARVAE",,"","823230107000200","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"BALISTIDAE LARVAE","FILEFISH LARVAE",,"","823280100000200","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"MARINE MAMMAL","MARINE MAMMAL UNCL",,"","831000000000000","","","","","","","","","","","","",08-MAR-99,"FPA",,""
"MARINE MAMMAL REMAINS","MARINE MAMMAL REMAINS",,"","831000000000007","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"DELPHINUS DELPHIS","COMMON DOLPHIN",,"","831010302010000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"GLOBICEPHALA SP","PILOT WHALE",,"","831010303000000","","","","","","","","","","","","",04-AUG-98,"JSL",,""
"APLACOPHORA","SOLENOGASTER UNCL",,"","511010100000000","","","","","","","",""," Primitive class in Ph. Mollusca","","","",06-AUG-98,"JSL",,""
"AURELIA AURITA","MOON JELLYFISH",,"","530101010100000","","","","","","","","","","","","",06-AUG-98,"JSL",,""
"CARANX SP","JACK UNCL",,"","823211400000000","CARASP","","","","","","","","","","","",11-AUG-98,"CM",,""
"ECHINACEA","TRUE SEA URCHIN UNCL",,"","612020000000000","","","","","","","",""," Superorder in Cl. Echinoidea dist. urchins from sa","","","",06-AUG-98,"JSL",,""
"EUCERAMUS PRAELONGUS","OLIVEPIT PORCELAIN CRAB",,"","411022901020000","","","","","","","","","","","","",06-AUG-98,"JSL",,""
"SPISULA SOLIDISSIMA VISCERA","SURFCLAM VISCERA",,"","512081906020007","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"SPISULA POLYNYMA","STIMPSON'S CLAM",,"","512081906030000","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"HIPPIDAE","SAND CRAB UNCL",,"","411021300000000","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"BUCCINUM UNDATUM EGGS","WAVED WHELK EGGS",,"","514080101010100","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"AEQUOREA AEQUOREA","MANY-RIBBED HYDROMEDUSA",,"","530301010100000","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"ENGRAULIDAE LARVAE","ANCHOVY LARVAE",,"","823080700000200","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"ACMAEIDAE","LIMPET UNCL",,"","514020100000000","","","","","","","","","","","","",20-OCT-98,"FPA",,""
"PERCICHTHYIDAE","TEMPERATE BASS UNCL",,"","823216900000000","","","","","","","","","","","","",08-MAR-99,"FPA",,""
"POLYCHAETA TUBES","POLYCHAETE TUBE UNCL",,"","214000000000009","POLTUB","","","","","","","","","","","",08-MAR-99,"FPA",,""
"BAIRDIELLA CHRYSOURA","SILVER PERCH",148,"SILPERCH","823216402020000","BAICHR","8835440301","","","","","AFS-1991","","|SV: SPELLING CHANGE AFS-1980, NODC SPELLING ERROR","Bairdiella chrysura","Silver Perch","148",09-AUG-95,"BK",,""
"BALANUS SP","",,"","411070201000000","BALASP","61340201","","G","","DE COSTA,1778","","","","","","",28-DEC-94,"RAR",,""
"BALISTES CAPRISCUS","GRAY TRIGGERFISH",202,"GRAYTRIG","","","8860020201","","S","","GMELIN","AFS-1991","","","Balistes capriscus","Gray Triggerfish","202",09-AUG-95,"BK",,""
"BALISTES VETULA","QUEEN TRIGGERFISH",834,"QUEENTRI","","","8860020202","","S","","LINNAEUS","AFS-1991","","","Balistes vetula","Queen Triggerfish","834",09-AUG-95,"BK",,""
"BALISTIDAE","TRIGGERFISH FILEFISH UNCL",820,"FILEU","823280100000000","BALFAM","886002","","F","","","AFS-1991","","|SV: CORRECTED TO AFS-1980 STANDARDS","Balistidae sp","Triggerfish Filefish Uncl","820",01-JAN-99,"FPA",,""
"BATEA CATHARINENSIS","",,"","411010701010000","BATCAT","6169100101","","S","","MUELLER, 1865","NODC","","|FH: CORRECTED TYPO","","","",28-DEC-94,"RAR",,""
"BATHYARCA PECTUNCULOIDES","COMB BATHYARK",,"","512010105060000","BATPEC","5506010102","","S","","(SCACCHI,1833)","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"BATHYARCA SP","",,"","512010105000000","BATHSP","55060101","","G","","KOBETT,1891","AFS-1988","","","","","",28-DEC-94,"RAR",,""
"BATHYGOBIUS SOPORATOR","FRILLFIN GOBY",737,"FRILL","","","8847010903","","S","","(VALENCIENNES)","AFS-1991","","","Bathygobius soporator","Frillfin Goby","737",09-AUG-95,"BK",,""
"BATHYMEDON OBTUSIFRONS","",,"","411012004020000","BATOBT","6169370505","","S","","HANSEN, 1888","","","","","","",28-DEC-94,"RAR",,""
"BATHYNECTES LONGISPINA","BATHYAL SWIMMING CRAB",517,"","411023002010000","BATLON","6189010202","","S","","STIMPSON, 1871","AFS-1989","","","","","",28-DEC-94,"RAR",,""
"BATHYPOREIA PARKERI","",,"","411011302020000","BATPAR","NONE","","","","","","","RARE SPECIES, NODC TO ADD","","","",28-DEC-94,"RAR",,""
"BATHYPOREIA QUODDYENSIS","",,"","411011302010000","BATQUO","6169220801","","S","","SHOEMAKER, 1949","","","","","","",28-DEC-94,"RAR",,""
"BATHYPOREIA SP","",,"","411011302000000","BATHS1","61692208","","G","","LINDSTROM, 1855","","","","","","",28-DEC-94,"RAR",,""
"BATRACHOIDIDAE","TOADFISH UNCL",,"","823050100000000","BATFAM","878301","","F","","","AFS-1991","","SINGLE FAMILY IN ORDER","","","",28-DEC-94,"RAR",,""
"BELLATOR BRACHYCHIR","SHORTFIN SEAROBIN",760,"SHOROBIN","","","8826020201","","S","","(REGAN)","AFS-1991","","","Bellator brachychir","Shortfin Searobin","760",09-AUG-95,"BK",,""
"BELLATOR EGRETTA","STREAMER SEAROBIN",761,"STRROBIN","","","8826020202","","S","","(GOODE AND BEAN)","AFS-1991","","","Bellator egretta","Streamer Searobin","761",09-AUG-95,"BK",,""
"BELLATOR MILITARIS","HORNED SEAROBIN",762,"HORROBIN","","","8826020203","","S","","(GOODE AND BEAN)","AFS-1991","","","Bellator militaris","Horned Searobin","762",09-AUG-95,"BK",,""
